Wall time,Step,Value
1734302938.6417713,15197464,1363.457763671875
1734302943.1077712,15197787,1358.6090087890625
1734302964.9577718,15199347,1360.1602783203125
1734302990.178769,15201085,1372.338134765625
1734303035.4497702,15204361,1378.151611328125
1734303041.7617693,15204819,1377.8511962890625
1734303064.1607692,15206363,1371.31494140625
1734303135.2357707,15211398,1394.1070556640625
1734303145.9517696,15212159,1391.69775390625
1734303161.1527698,15213249,1400.1536865234375
1734303184.4977705,15214925,1397.9268798828125
1734303199.5507708,15215913,1408.78564453125
1734303249.7717698,15219501,1410.3216552734375
1734303259.7817705,15220152,1413.427734375
1734303301.194772,15223112,1410.602783203125
1734303359.6067693,15227250,1401.9835205078125
1734303368.33077,15227870,1399.7845458984375
1734303387.7867713,15229263,1402.731689453125
1734303403.2507706,15230291,1391.267822265625
1734303414.2607706,15231072,1388.1492919921875
1734303449.540769,15233544,1382.431396484375
1734303511.347769,15237848,1382.8294677734375
1734303548.2007716,15240401,1353.8177490234375
1734303568.8457716,15241870,1355.27197265625
1734303584.572769,15242992,1350.5147705078125
1734303595.5747702,15243780,1350.56640625
1734303704.223773,15251285,1349.84765625
1734303712.7397707,15251902,1352.23681640625
1734303784.0557723,15256933,1376.198974609375
1734303810.4057739,15258811,1383.997802734375
1734303869.3677714,15262949,1401.3192138671875
1734303875.789769,15263408,1403.5555419921875
1734303891.174769,15264507,1392.91064453125
1734303897.6167717,15264970,1390.0775146484375
1734303910.0047712,15265780,1389.296875
1734303920.0247712,15266399,1386.0142822265625
1734303939.6477695,15267813,1392.4554443359375
1734303941.9497702,15267973,1392.418701171875
1734303950.9677708,15268619,1390.884765625
1734303967.832769,15269823,1395.2669677734375
1734304007.0677705,15272546,1392.6998291015625
1734304009.4077697,15272712,1392.0968017578125
1734304095.0467696,15278792,1373.5128173828125
1734304121.03477,15280601,1379.6064453125
1734304125.5337706,15280922,1380.1417236328125
1734304140.93577,15282036,1380.7911376953125
1734304162.4447734,15283571,1377.820556640625
1734304164.45577,15283717,1377.2281494140625
1734304173.0597703,15284338,1375.5078125
1734304187.5437696,15285313,1373.394287109375
1734304193.7497716,15285761,1373.902099609375
1734304213.3947694,15287179,1382.3074951171875
1734304228.771769,15288281,1373.2252197265625
1734304243.8597689,15289368,1378.8389892578125
1734304258.1817708,15290322,1392.9013671875
1734304260.37777,15290477,1391.79443359375
1734304273.2527702,15291397,1390.7535400390625
1734304284.0297706,15292176,1391.16748046875
1734304305.9687705,15293759,1385.010009765625
1734304328.5277703,15295310,1396.57763671875
1734304341.649771,15296253,1396.5665283203125
1734304374.7637715,15298619,1391.051513671875
1734304428.104769,15302332,1377.5623779296875
1734304432.4497695,15302648,1373.8758544921875
1734304461.305771,15304709,1374.1719970703125
1734304494.5717702,15307021,1371.75634765625
1734304499.0387704,15307342,1368.0347900390625
1734304534.7497706,15309894,1364.7891845703125
1734304538.4547713,15310085,1349.144775390625
1734304540.7807713,15310246,1347.5750732421875
1734304591.7337708,15313876,808.0615234375
1734304616.1337702,15315583,244.12808227539062
1734304628.7407727,15316483,-39.44950485229492
1734304644.9117706,15317623,-145.52293395996094
1734304666.1877692,15319146,-175.1157989501953
1734304677.3877714,15319948,-185.40379333496094
1734304727.6087708,15323471,-173.5834503173828
1734304743.5297694,15324628,-195.74917602539062
1734304758.600769,15325627,-101.11164093017578
1734304786.8607697,15327676,332.3552551269531
1734304857.6057692,15332690,1203.46240234375
1734304888.928771,15334945,1266.0670166015625
1734304896.7897706,15335440,1266.55078125
1734304898.76477,15335585,1266.732177734375
1734304903.9577692,15335970,1252.52490234375
1734304922.9177725,15337332,1230.1279296875
1734304931.33377,15337946,1233.7655029296875
1734304939.2237713,15338514,1225.1253662109375
1734304967.3577693,15340447,1249.013427734375
1734304969.3597708,15340591,1247.8724365234375
1734304984.140769,15341659,1243.1014404296875
1734305036.9147713,15345416,1235.3583984375
1734305040.955771,15345704,1250.976318359375
1734305072.6337693,15347988,1295.982666015625
1734305074.6717691,15348134,1297.2227783203125
1734305114.2387705,15350923,1317.841552734375
1734305149.225771,15353445,1343.4818115234375
1734305173.859769,15355158,1358.9814453125
1734305206.1787698,15357491,1348.4027099609375
1734305230.0427697,15359231,1341.825927734375
1734305261.5297706,15361424,1358.2308349609375
1734305289.140771,15363423,1325.546875
1734305328.5907707,15366197,1326.7808837890625
1734305343.8547702,15367306,1321.8291015625
1734305389.2067692,15370463,1344.9666748046875
1734305404.9367707,15371593,1322.6488037109375
1734305411.13777,15372047,1321.4730224609375
1734305437.9267714,15373986,1335.7591552734375
1734305440.1247709,15374145,1338.04052734375
1734305510.351769,15379159,1334.329833984375
1734305512.5647714,15379320,1333.7412109375
1734305514.7997725,15379478,1331.073486328125
1734305538.6667702,15381114,1331.377197265625
1734305567.558769,15383210,1328.1925048828125
1734305581.249769,15384176,1323.5135498046875
1734305600.9627693,15385483,1327.26220703125
1734305614.622769,15386465,1322.6104736328125
1734305771.5937712,15397666,1364.30078125
1734305833.2097704,15402041,1369.386962890625
1734305903.9307702,15407051,1403.6903076171875
1734305912.8157701,15407690,1412.087158203125
1734305914.9997716,15407846,1411.4725341796875
1734305940.5507689,15409692,1399.7177734375
1734306057.4857697,15417995,1407.8861083984375
1734306061.6797705,15418293,1410.198974609375
1734306101.7087708,15421102,1403.9522705078125
1734306117.1467705,15422214,1385.2498779296875
1734306138.73777,15423767,1383.2928466796875
1734306238.3547702,15430785,1373.9991455078125
1734306251.5577726,15431737,1371.220703125
1734306262.4427688,15432521,1380.9765625
1734306296.5197709,15434999,1384.641845703125
1734306312.7857718,15436095,1377.81787109375
1734306386.1187718,15441248,1388.0081787109375
1734306399.1877708,15442188,1394.3994140625
1734306405.8287716,15442671,1389.701904296875
1734306408.3097713,15442842,1394.5069580078125
1734306476.7717695,15447665,1441.092529296875
1734306521.3967705,15450796,1442.20849609375
1734306541.1717708,15452217,1445.914794921875
1734306565.247771,15453930,1469.02978515625
1734306633.29477,15458773,1459.2177734375
1734306646.4467711,15459722,1460.49951171875
1734306648.5457704,15459873,1465.632080078125
1734306664.4057698,15460935,1472.5550537109375
1734306759.8027701,15467675,1477.1239013671875
1734306799.747769,15470467,1488.5946044921875
1734306849.5207705,15474005,1509.9365234375
1734306873.229771,15475644,1506.0206298828125
1734306894.9267702,15477202,1499.5357666015625
1734306920.958769,15479062,1506.326416015625
1734306939.18177,15480305,1505.9134521484375
1734306972.2107697,15482674,1506.022216796875
1734307014.4087708,15485651,1523.332275390625
1734307056.35077,15488650,1539.3897705078125
1734307080.3107708,15490304,1554.2769775390625
1734307085.0317721,15490640,1546.185791015625
1734307224.1617715,15500569,1523.4976806640625
1734307245.4737716,15502118,1505.5706787109375
1734307260.6237695,15503205,1501.044677734375
1734307271.9287722,15504025,1490.045166015625
1734307308.303769,15506567,1484.0992431640625
1734307323.5777693,15507667,1490.92724609375
1734307325.8037703,15507828,1488.1904296875
1734307351.5047693,15509688,1482.2518310546875
1734307367.9357705,15510778,1498.12646484375
1734307422.567769,15514731,1525.4273681640625
1734307454.0327706,15516885,1563.3687744140625
1734307479.4917715,15518727,1571.4827880859375
1734307526.4507706,15522026,1579.5986328125
1734307599.0177708,15527208,1592.706787109375
1734307647.1707697,15530627,1600.590576171875
1734307655.8437712,15531243,1589.017333984375
1734307671.0607727,15532347,1592.4090576171875
1734307699.9347713,15534448,1569.4267578125
1734307803.787771,15541759,1577.5780029296875
1734307823.0237708,15543149,1578.5718994140625
1734307853.9277704,15545304,1586.2484130859375
1734307926.5547702,15550460,1616.50146484375
1734307928.965772,15550633,1617.5126953125
1734307940.1247709,15551444,1625.927978515625
1734307957.7047708,15552698,1621.7772216796875
1734307998.576771,15555543,1621.3583984375
1734308022.831771,15557281,1618.639892578125
1734308087.7767692,15561870,1624.1923828125
1734308142.5267704,15565763,1648.723876953125
1734308155.461773,15566704,1656.7572021484375
1734308157.6887712,15566867,1658.447021484375
1734308170.6387706,15567805,1656.1129150390625
1734308174.8937714,15568115,1661.3885498046875
1734308232.2527714,15572209,1650.0614013671875
1734308256.6517732,15573947,1652.746826171875
1734308344.0357702,15580148,1641.6080322265625
1734308353.140771,15580792,1641.4871826171875
1734308366.5057693,15581751,1627.3724365234375
1734308381.7117708,15582863,1617.73583984375
1734308383.819771,15583016,1616.0703125
1734308409.594771,15584891,1608.247314453125
1734308452.3887687,15587903,1637.81005859375
1734308515.5937693,15592362,1630.5921630859375
1734308538.9857695,15594052,1627.751953125
1734308588.979769,15597582,1624.7845458984375
1734308617.3527699,15599628,1638.8369140625
1734308619.4907722,15599780,1639.9593505859375
1734308639.1107705,15601118,1635.8399658203125
1734308665.906771,15603035,1643.754638671875
1734308696.3207703,15605154,1656.570068359375
1734308762.4627702,15609924,1668.7861328125
1734308786.635771,15611591,1690.208740234375
1734308793.4047706,15612075,1689.2269287109375
1734308797.9407692,15612396,1693.0721435546875
1734308826.4127703,15614463,1684.2626953125
1734308875.2167704,15617888,1693.4478759765625
1734308886.6157715,15618711,1695.91748046875
1734308891.0587716,15619033,1697.468994140625
1734308910.0907707,15620318,1687.2960205078125
1734308916.745769,15620793,1691.0714111328125
1734308921.3567708,15621118,1693.6146240234375
1734308930.397769,15621763,1700.8052978515625
1734308979.0297701,15625158,1689.7811279296875
1734308983.688769,15625487,1692.2010498046875
1734309013.4027703,15627617,1684.337646484375
1734309067.5877707,15631423,1713.0377197265625
1734309069.7467694,15631579,1714.7791748046875
1734309135.7357707,15636227,1699.0870361328125
1734309166.8197706,15638450,1687.259765625
1734309185.3977711,15639772,1701.08837890625
1734309265.2177696,15645303,1730.9180908203125
1734309340.64077,15650654,1734.47412109375
1734309449.5077703,15658380,1773.0341796875
1734309463.760772,15659386,1779.0771484375
1734309505.1507692,15662282,1767.7303466796875
1734309558.84277,15666034,1759.5501708984375
1734309591.0347707,15668343,1740.5516357421875
1734309605.1677701,15669360,1736.91845703125
1734309620.5017698,15670375,1724.1370849609375
1734309627.5757725,15670875,1732.22216796875
1734309648.3667705,15672359,1730.0364990234375
1734309671.6427698,15674041,1729.3336181640625
1734309676.1727705,15674367,1730.9468994140625
1734309751.8257692,15679724,1724.6551513671875
1734309759.1147695,15680167,1734.4505615234375
1734309768.697769,15680857,1736.829833984375
1734309798.02277,15682967,1758.944091796875
1734309816.904769,15684332,1766.8387451171875
1734309824.1497705,15684848,1763.3692626953125
1734309837.241771,15685721,1772.584228515625
1734309879.327772,15688372,1767.94775390625
1734309902.5247705,15689885,1770.295166015625
1734309920.7827704,15690991,1780.287841796875
1734309933.9857697,15691852,1796.4100341796875
1734310014.44727,15697178,1806.0367431640625
1734310017.0132697,15697344,1797.29443359375
1734310029.3022678,15698162,1800.5257568359375
1734310074.9062817,15701134,1786.842041015625
1734310106.949294,15703310,1760.99072265625
1734310109.5592954,15703484,1764.6246337890625
1734310146.7595117,15705841,1750.5633544921875
1734310151.5755107,15706167,1747.66748046875
1734310164.0305102,15706980,1743.5244140625
1734310210.4259155,15709954,1711.766845703125
1734310253.8789139,15712730,1672.962890625
1734310269.1979153,15713712,1678.7822265625
1734310294.288914,15715301,1681.9178466796875
1734310344.8279154,15718592,1716.5709228515625
1734310373.3149152,15720311,1734.34765625
1734310387.8739147,15721273,1751.927734375
1734310400.696915,15722111,1751.935546875
1734310420.7969139,15723431,1759.7230224609375
1734310552.3289163,15731835,1834.691650390625
1734310574.5989149,15733301,1829.898681640625
1734310627.4519162,15736758,1811.2508544921875
1734310657.472914,15738731,1806.0079345703125
1734310675.019914,15739902,1809.447998046875
1734310687.5769157,15740659,1820.459228515625
1734310765.6059148,15745787,1841.054443359375
1734310826.4279141,15749858,1810.0234375
1734310837.154914,15750498,1827.956787109375
1734310858.027915,15751850,1850.0748291015625
1734310900.0739148,15754513,1843.5662841796875
1734310925.5829155,15756009,1847.120849609375
1734311003.8369138,15761143,1824.097900390625
1734311008.8729165,15761488,1831.140380859375
1734311018.430915,15762126,1816.605224609375
1734311032.4919157,15763105,1826.882080078125
1734311037.0289145,15763424,1816.6280517578125
1734311039.1479154,15763574,1813.862548828125
1734311112.0609138,15768217,1756.614501953125
1734311133.8659143,15769711,1762.8275146484375
1734311150.5568972,15770675,1781.90869140625
1734311168.0818963,15771820,1771.2265625
1734311177.8428955,15772470,1771.1478271484375
1734311239.1908946,15776462,1788.2216796875
1734311249.8038952,15777153,1779.26220703125
1734311254.7328966,15777476,1775.2142333984375
1734311309.2298968,15780992,1781.0087890625
1734311311.720895,15781140,1778.7811279296875
1734311314.3348956,15781314,1778.677490234375
1734311349.089895,15783595,1826.2186279296875
1734311364.6528955,15784598,1820.963134765625
1734311381.8088946,15785656,1816.575439453125
1734311389.3378954,15786160,1816.4571533203125
1734311450.4198942,15790102,1753.904296875
1734311455.6738944,15790439,1752.4114990234375
1734311460.6438947,15790768,1749.0054931640625
1734311570.4244087,15797888,1788.4561767578125
1734311613.5274084,15800484,1791.7615966796875
1734311657.2754068,15803272,1797.7618408203125
1734311677.9114087,15804622,1819.9156494140625
1734311784.82741,15811296,1846.8868408203125
1734311892.8331766,15818028,1797.4334716796875
1734311908.6951773,15819050,1805.366455078125
1734311922.5231764,15819920,1803.9454345703125
1734311935.4991767,15820669,1812.587646484375
1734311992.3001761,15824311,1813.304931640625
1734312012.5341988,15825497,1818.7457275390625
1734312075.58321,15829188,1837.0150146484375
1734312128.769212,15832525,1871.2943115234375
1734312274.7542102,15841897,1936.923095703125
1734312295.68921,15843408,1913.697998046875
1734312343.285211,15846739,1895.6878662109375
1734312432.5512102,15853092,1888.8282470703125
1734312458.5042083,15854960,1883.619384765625
1734312529.3132102,15859963,1874.628173828125
1734312567.1052105,15862412,1883.636474609375
1734312577.6482098,15863090,1898.7489013671875
1734312585.7942088,15863657,1872.240478515625
1734312618.2392087,15865834,1833.009521484375
1734312675.066209,15869566,1808.1785888671875
1734312683.5282087,15870033,1792.580078125
